"Tool Index (tool_index)","Preset Name (preset_name)","Type (tool_type)","Description (tool_description)","Diameter (tool_diameter)","Number (tool_number)","Unit (tool_unit)","Holder Description (holder_description)","Holder Product ID (holder_productId)","Holder Product Link (holder_productLink)","Holder Vendor (holder_vendor)","Abrasive Flow Rate (tool_abrasiveFlowRate)","Size (tool_adaptiveItemSize)","Orientation (tool_angle)","Tool Assembly Gauge Length (tool_assemblyGaugeLength)","Assist Gas (tool_assistGas)","Axial Distance (tool_axialDistance)","Bead Width (tool_beadWidth)","Tool Block Size (tool_block_adaptiveItemSize)","Tool Block Comment (tool_block_comment)","Tool Block Description (tool_block_description)","Tool Block Half Index (tool_block_isHalfIndex)","Tool Block Live (tool_block_live)","Tool Block Connection Type (tool_block_machineSideConnectionType)","Tool Block Maximum RPM (tool_block_maximumRotationalSpeed)","Tool Block Attachment points (tool_block_numberOfAttachmentPoints)","Tool Block Number of Tools (tool_block_numberOfTools)","Tool Block Orientation (tool_block_orientationType)","Tool Block Product ID (tool_block_productId)","Tool Block Product Link (tool_block_productLink)","Tool Block Station Number (tool_block_stationNumber)","Tool Block Vendor (tool_block_vendor)","Body Length (tool_bodyLength)","Break Control (tool_breakControl)","Chamfer Angle (tool_chamferAngle)","Chamfer Width (tool_chamferWidth)","Clamping (tool_clamping)","Clockwise Spindle Rotation (tool_clockwise)","Comment (tool_comment)","Compensation (tool_compensation)","Compensation Offset (tool_compensationOffset)","Coolant (tool_coolant)","Coolant Support (tool_coolantSupport)","Corner Radius (tool_cornerRadius)","Cross Section (tool_crossSection)","Cut Height (tool_cutHeight)","Cut Power (tool_cutPower)","Cutting Width (tool_cuttingWidth)","Auxiliary Gas Flow Rate (tool_depositingAuxiliaryGasFlowRate)","Carrier Gas Flow Rate (tool_depositingCarrierGasFlowRate)","Current (tool_depositingCurrent)","Power (tool_depositingPower)","Shield Gas Flow Rate (tool_depositingShieldGasFlowRate)","Voltage (tool_depositingVoltage)","Depth of Cut (tool_depthOfCut)","Diameter Offset (tool_diameterOffset)","End Angle (tool_endAngle)","End Cutting (tool_endCutting)","Cutting Feedrate (tool_feedCutting)","Cutting Feed per Revolution (tool_feedCuttingRel)","Depositing Feedrate (tool_feedDepositing)","Lead-In Feedrate (tool_feedEntry)","Lead-In Feed per Revolution (tool_feedEntryRel)","Lead-Out Feedrate (tool_feedExit)","Lead-Out Feed per Revolution (tool_feedExitRel)","Plunge Feed per Revolution (tool_feedPerRevolution)","Feed per Tooth (tool_feedPerTooth)","Plunge Feedrate (tool_feedPlunge)","Link Feedrate (tool_feedProbeLink)","Measure Feedrate (tool_feedProbeMeasure)","Ramp Feedrate (tool_feedRamp)","Retract Feedrate (tool_feedRetract)","Retract Feed per Revolution (tool_feedRetractPerRevolution)","Transition Feedrate (tool_feedTransition)","Wire Feedrate (tool_feedWire)","Flute Length (tool_fluteLength)","Use Opposite Edge (tool_grooveCompOppositeEdge)","Groove Width (tool_grooveWidth)","Hand (tool_hand)","Head Clearance (tool_headClearance)","Head Length (tool_headLength)","Tool Holder Gauge Length (tool_holderGaugeLength)","Head Length (tool_holderHeadLength)","Overall Length (tool_holderOverallLength)","Style (tool_holderType)","Angle (tool_insertAngle)","Insert size (tool_insertSize)","Size specified by (tool_insertSizeSpecificationMode)","Shape (tool_insertType)","Width (tool_insertWidth)","Internal Thread (tool_internalThread)","Half Index (tool_isHalfIndex)","Kerf Width (tool_kerfWidth)","Layer Thickness (tool_layerThickness)","Leading Angle (tool_leadingAngle)","Trailing edge length (tool_lengthNonCuttingEdge)","Length Offset (tool_lengthOffset)","Live Tool (tool_live)","Lower Radius (tool_lowerRadius)","Quality Control (tool_machineQualityControl)","Connection Type (tool_machineSideConnectionType)","Manual Tool Change (tool_manualToolChange)","Material (tool_material)","Maximum Diameter (tool_maximumCuttingDiameter)","Maximum RPM (tool_maximumRotationalSpeed)","Maximum Thread Pitch (tool_maximumThreadPitch)","Minimum Thread Pitch (tool_minimumThreadPitch)","Nozzle Diameter (tool_nozzleDiameter)","Attachment points (tool_numberOfAttachmentPoints)","Number of Flutes (tool_numberOfFlutes)","Number of Teeth (tool_numberOfTeeth)","Number of Tools (tool_numberOfTools)","Orientation (tool_orientationType)","Overall Length (tool_overallLength)","Pierce Height (tool_pierceHeight)","Pierce Power (tool_piercePower)","Pierce Time (tool_pierceTime)","Powder Flow Rate (tool_powderFlowRate)","Filter by Type (tool_presetMaterialCategory)","Maximum hardness (tool_presetMaterialMaximumHardness)","Minimum hardness (tool_presetMaterialMinimumHardness)","Filter by Search (tool_presetMaterialQuery)","Filter by hardness (tool_presetMaterialUseHardness)","Preset Program Number (tool_presetProgram)","Pressure (tool_pressure)","Product ID (tool_productId)","Product Link (tool_productLink)","Profile Radius (tool_profileRadius)","Ramp Angle (tool_rampAngle)","Ramp Spindle Speed (tool_rampSpindleSpeed)","Relief Angle (tool_reliefAngle)","Round Shank (tool_roundShank)","Flip (tool_shaftAxisAngle)","Shaft Diameter (tool_shaftDiameter)","Shank Height (tool_shankHeight)","Shank Width (tool_shankWidth)","Shoulder Diameter (tool_shoulderDiameter)","Shoulder Length (tool_shoulderLength)","Side Angle (tool_sideAngle)","Side Cutting (tool_sideCutting)","Spindle Speed (tool_spindleSpeed)","Stand-off Distance (tool_standoffDistance)","Station Number (tool_stationNumber)","Stepdown (tool_stepdown)","Stepover (tool_stepover)","Surface Speed (tool_surfaceSpeed)","Taper Angle (tool_taperAngle)","Tapered Type (tool_taperedType)","Thickness (tool_thickness)","Thread Pitch (tool_threadPitch)","Thread Profile Angle (tool_threadProfileAngle)","Thread Tip Radius (tool_threadTipRadius)","Thread Tip Type (tool_threadTipType)","Thread Tip Width (tool_threadTipWidth)","Tip Angle (tool_tipAngle)","Tip Diameter (tool_tipDiameter)","Tip Length (tool_tipLength)","Tip Offset (tool_tipOffset)","Tolerance (tool_tolerance)","Trailing Angle (tool_trailingAngle)","Turret (tool_turret)","Upper Radius (tool_upperRadius)","Use Constant Surface Speed (tool_useConstantSurfaceSpeed)","Use Feed per Revolution (tool_useFeedPerRevolution)","Vendor (tool_vendor)","Use Depth of Cut (use_tool_depthOfCut)","Use Preset Program Number (use_tool_presetProgram)","Use Stepdown (use_tool_stepdown)","Use Stepover (use_tool_stepover)","Shaft Segments (shaft_segments)","Holder Segments (holder_segments)","Tool Library Version (tool_library_version)","CSV_TOOLS_VERSION_1"
56,"Default preset","flat end mill","3mm .1181 EM 4FL 6mm LOC",0.11811,5,"inches","NBT30-SK13C-120","","","","","","",4.92752,"","","","","","","","","","","","","","","","","",0.4,false,"","","",true,"","",5,"flood","no","","","","","","","","","","","","",5,"","",40,"","",40,"",40,"",0.00133333,0.001,13.3333,"","",13.3333,"","",40,"",0.23622,"","","","","",4.52752,"","","","","","","","","","","","","","",5,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","A-112","","",2,10000,"","","",0.11811,"","",0.11811,0.23622,"","",10000,"","","","",309.212,"","","","","","","","","","","","","","",0,"","","","106","","",false,false,"","H3.740157 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
57,"Default preset","reamer",".1186 Reamer",0.1186,10,"inches","NBT30-SK13C-60","","","","","","",3.26532,"","","","","","","","","","","","","","","","","",1.1,false,"","","",true,"","",10,"flood","no","","","","","","","","","","","","",10,"","","","","","","","","",0.000931482,"",3,"","","",40,0.0124198,"","",0.875,"","","","","",2.16531,"","","","","","","","","","","","","","",10,true,"","","",false,"carbide","","","","","","",4,"","","",3.5,"","","","","all","","","",false,"","","F-92","","",2,"","","","",0.118,"","","",1,"","",3220.67,"","","","",100,"","","","","","","","","","","","","","",0,"","",false,"Location 92","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
58,"Default preset","drill","D-46 .1240 Drill MInor for 6-32 Form tap ",0.124,27,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",7.08988,"","","","","","","","","","","","","","","","","",1.46,false,"","","",true,"","",27,"flood","no","","","","","","","","","","","","",27,"","","","","","","","","",0.001,"",2,"","","",40,0.02,"","",1.25,"","","","","",5.62988,"","","","","","","","","","","","","","",27,true,"","","",false,"hss","","","","","","",2,"","","",5.2,"","","","","all","","","",false,"","","D-46","","",2,"","","","",0.124,"","","",1.4,"","",2000,"","","","",64.9262,"","","","","","","","",130,"","","","","",0,"","",false,"MSC","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
59,"SS","chamfer mill","1/8 90deg Chamfer",0.125,2,"inches","NBT30-SK13C-120","","","","","","",5.02752,"","","","","","","","","","","","","","","","","",0.5,false,"","","",true,"","",2,"flood","no","","","","","","","","","","","","",2,"","",70,"","",70,"",70,"",0.01122,0.00327249,60,"","",60,"","",70,"",0.058,"","","","","",4.52752,"","","","","","","","","","","","","","",2,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,5347.61,"","","",0.125,"","",0.125,0.1,"","",5347.61,"","","","",175,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H3.740157 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
60,"ST","chamfer mill","1/8 Mill Drill 90 deg ",0.125,2,"inches","NBT30-SK13C-90 (85mm)","","","","","","",4.09642,"","","","","","","","","","","","","","","","","",0.75,false,"","","",true,"","",2,"flood","no","","","","","","","","","","","","",2,"","",40,"","",40,"",40,"",0.00444444,0.00222222,40,"","",15,"","",40,"",0.7,"","","","","",3.34642,"","","","","","","","","","","","","","",2,true,"","","",false,"carbide","","","","","","",2,"","","",3,"","","","","all","","","",false,"","","B-7","","",2,9000,"","","",0.125,"","",0.125,0.75,"","",9000,"","","","",294.524,45,"","","","","","","","",0.013,"","","","",0,"","","","MSC","","",false,false,"","H2.559055 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
60,"Engrave","chamfer mill","1/8 Mill Drill 90 deg ",0.125,2,"inches","NBT30-SK13C-90 (85mm)","","","","","","",4.09642,"","","","","","","","","","","","","","","","","",0.75,false,"","","",true,"","",2,"flood","no","","","","","","","","","","","","",2,"","",20,"","",14,"",20,"",0.00046729,0.000934579,5,"","",5,"","",20,"",0.7,"","","","","",3.34642,"","","","","","","","","","","","","","",2,true,"","","",false,"carbide","","","","","","",2,"","","",3,"","","","","all","","","",false,"","","B-7","","",2,10700,"","","",0.125,"","",0.125,0.75,"","",10700,"","","","",350.157,45,"","","","","","","","",0.013,"","","","",0,"","","","MSC","","",false,false,"","H2.559055 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
61,"Engrave AL","chamfer mill","1/8 Mill drill 90 deg - NO TIP",0.125,2,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.42988,"","","","","","","","","","","","","","","","","",0.8,false,"","","",true,"","",2,"flood","no","","","","","","","","","","","","",2,"","",10,"","",10,"",10,"",0.001,0.0005,10,"","",10,"","",10,"",0.75,"","","","","",5.62988,"","","","","","","","","","","","","","",2,true,"","","",false,"hss","","","","","","",2,"","","",3,"","","","","all","","","",false,"","","B-7","","",2,10000,"","","",0.125,"","",0.125,0.8,"","",10000,"","","","",327.249,45,"","","","","","","","",0.001,"","","","",0,"","","","MSC","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
62,"Default preset","chamfer mill","1/8 Mill drill 90 deg ",0.125,2,"inches","NBT30-SK13C-120","","","","","","",5.24878,"","","","","","","","","","","","","","","","","",0.8,false,"","","",true,"","",2,"flood","no","","","","","","","","","","","","",2,"","",40,"","",40,"",40,"",0.00148148,0.00222222,13.3333,"","",13.3333,"","",40,"",0.75,"","","","","",4.44878,"","","","","","","","","","","","","","",2,true,"","","",false,"carbide","","","","","","",2,"","","",3,"","","","","all","","","",false,"","","B-7","","",2,9000,"","","",0.125,"","",0.125,0.8,"","",9000,"","","","",294.524,45,"","","","","","","","",0.013,"","","","",0,"","","","MSC","","",false,false,"","H3.661420 U1.299210 L1.299210; H0.039370 U1.811020 L1.732280; H0.133858 U1.811020 L1.811020; H0.090906 U1.496060 L1.811020; H0.133110 U1.496060 L1.496060; H0.090906 U1.811020 L1.496060; H0.259843 U1.811020 L1.811020; H0.039370 U1.732280 L1.811020; H0.078740 U1.250000 L1.250000",36
63,"AL","bull nose end mill","1/8 EM .004R 3FL 0.5 LOC",0.125,3,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.27988,"","","","","","","","","","","","","","","","","",0.65,false,"","","",true,"","",3,"flood","no",0.004,"","","","","","","","","","","",3,"","",33.6,"","",33.6,"",33.6,"",0.00142857,0.0008,20,"","",20,"","",33.6,"",0.5,"","","","","",5.62988,"","","","","","","","","","","","","","",3,true,"","","",false,"carbide","","","","","","",3,"","","",1.5,"","","","","all","","","",false,"","","A-23","https://americanprecisionworks.adionsystems.com/procnc/tools/A/A-23$","",2,14000,"","","",0.125,"","",0.125,0.6,"","",14000,"","","","",458.149,"","","","","","","","","","","","","","",0,"","","","LC-11","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
63,"AL SM BORE","bull nose end mill","1/8 EM .004R 3FL 0.5 LOC",0.125,3,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.27988,"","","","","","","","","","","","","","","","","",0.65,false,"","","",true,"","",3,"flood","no",0.004,"","","","","","","","","","","",3,"","",10,"","",10,"",10,"",0.00163625,0.000272708,20,"","",15,"","",10,"",0.5,"","","","","",5.62988,"","","","","","","","","","","","","","",3,true,"","","",false,"carbide","","","","","","",3,"","","",1.5,"","","","","all","","","",false,"","","A-23","https://americanprecisionworks.adionsystems.com/procnc/tools/A/A-23$","",2,12223.1,"","","",0.125,"","",0.125,0.6,"","",12223.1,"","","","",400,"","","","","","","","","","","","","","",0,"","","","LC-11","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
64,"ST","flat end mill","1/8 EM 4FL .5"" LOC",0.125,8,"inches","NBT30-SK13C-120","","","","","","",5.17752,"","","","","","","","","","","","","","","","","",0.65,false,"","","",true,"","",8,"flood","no","","","","","","","","","","","","",8,"","",7.63944,"","",7.63944,"",7.63944,"",0.00392699,0.0005,15,"","",5,"","",7.63944,"",0.5,"","","","","",4.52752,"","","","","","","","","","","","","","",8,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","A-5","https://americanprecisionworks.adionsystems.com/procnc/tools/A/A-5$","",2,3819.72,"","","",0.125,"","",0.125,0.6,"","",3819.72,"","","","",125,"","","","","","","","","","","","","","",0,"","","","LC-7","","",false,false,"","H3.740157 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
65,"AL","bull nose end mill","1/8 EM .004R 3FL 0.5 LOC",0.125,9,"inches","NBT30-SK13C-60","","","","","","",2.81531,"","","","","","","","","","","","","","","","","",0.65,false,"","","",true,"","",9,"flood","no",0.004,"","","","","","","","","","","",9,"","",30,"","",30,"",30,"",0.00142857,0.000714286,20,"","",20,"","",30,"",0.5,"","","","","",2.16532,"","","","","","","","","","","","","","",9,true,"","","",false,"carbide","","","","","","",3,"","","",1.5,"","","","","all","","","",false,"","","A-23","https://americanprecisionworks.adionsystems.com/procnc/tools/A/A-23$","",2,14000,"","","",0.125,"","",0.125,0.6,"","",14000,"","","","",458.149,"","","","","","","","","","","","","","",0,"","","","LC-11","","",false,false,"","H1.377953 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
66,"Default preset","ball end mill","1/8 BALL 6 FL .375 LOC",0.125,12,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.27988,"","","","","","","","","","","","","","","","","",0.65,false,"","","",true,"","",12,"flood","no","","","","","","","","","","","","",12,"","",30,"","",30,"",30,"",0.00327249,0.000545415,30,"","",13.3333,"","",30,"",0.375,"","","","","",5.62988,"","","","","","","","","","","","","","",12,true,"","","",false,"carbide","","","","","","",6,"","","",2,"","","","","all","","","",false,"","","B-60","","",2,9167.32,"","","",0.25,"","",0.125,0.375,"","",9167.32,"","","","",300,"","","","","","","","","","","","","","",0,"","","","71","","",false,false,"H0.160000 U0.250000 L0.125000","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
67,"Default preset","ball end mill","1/8 Ball Mill ",0.125,18,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.52988,"","","","","","","","","","","","","","","","","",0.9,false,"","","",true,"","",18,"flood","no","","","","","","","","","","","","",18,"","",50,"","",50,"",50,"",0.00166667,0.00208333,13.3333,"","",13.3333,"","",50,"",0.5,"","","","","",5.62988,"","","","","","","","","","","","","","",18,true,"","","",false,"hss","","","","","","",3,"","","",1.5,"","","","","all","","","",false,"","","B-58","","",2,8000,"","","",0.125,"","",0.125,0.5,"","",8000,"","","","",261.799,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H4.842520 U1.299210 L1.299210; H0.039370 U1.811020 L1.732280; H0.133858 U1.811020 L1.811020; H0.090906 U1.496060 L1.811020; H0.133110 U1.496060 L1.496060; H0.090906 U1.811020 L1.496060; H0.259843 U1.811020 L1.811020; H0.039370 U1.732280 L1.811020; H0.078740 U1.250000 L1.250000",36
68,"Default Preset","form mill","1/8 flared corner round .015R .046P",0.125,34,"inches","NBT30-SK13C-90","","","","","","",3.84642,"","","","","","","","","","","","","","","","","",0.5,false,"","","",true,"","",34,"disabled","no","","","","","","","","","","","","",34,"","",36,"","",36,"",36,"",0.00666667,0.0012,100,"","",10,"","",36,"",0.025,"","","","","",3.34642,"","","","","","","","","","","","","","",34,true,"","","",false,"carbide","","","","","","",2,"","","",1.5,"","","","","all","","","",false,"","","K-156","","",2,15000,"","","","","","","","","","",15000,"","","","",490.874,"","","","","","","","","","","",0,"","",0,"","","","","","",false,false,"","H2.559055 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
69,"Default preset","flat end mill","1/8Ø Endmill 3fL .4375LOC Uncoated",0.125,45,"inches","NBT30-SK13C-90","","","","","","",4.09642,"","","","","","","","","","","","","","","","","",0.75,false,"","","",true,"","",45,"flood","no","","","","","","","","","","","","",45,"","",40,"","",40,"",40,"",0.003125,0.000833333,50,"","",20,"","",40,"",0.4375,"","","","","",3.34642,"","","","","","","","","","","","","","",45,true,"","","",false,"carbide","","","","","","",3,"","","",1.5,"","","","","all","","","",false,"","","A-176","","",2,16000,"","","",0.125,"","",0.125,0.4375,"","",16000,"","","","",523.599,"","","","","","","","","","","","","","",0,"","","","","","",false,false,"","H2.559055 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
70,"SS","chamfer mill","1/8 90deg Chamfer",0.125,52,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.32988,"","","","","","","","","","","","","","","","","",0.7,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","",70,"","",70,"",70,"",0.01122,0.00327249,60,"","",60,"","",70,"",0.058,"","","","","",5.62988,"","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,5347.61,"","","",0.125,"","",0.125,0.1,"","",5347.61,"","","","",175,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
70,"SS316","chamfer mill","1/8 90deg Chamfer",0.125,52,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.32988,"","","","","","","","","","","","","","","","","",0.7,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","",73.3386,"","",73.3386,"",73.3386,"",0.00654498,0.002,60,"","",60,"","",73.3386,"",0.058,"","","","","",5.62988,"","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,9167.32,"","","",0.125,"","",0.125,0.1,"","",9167.32,"","","","",300,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
70,"AL/BRZ","chamfer mill","1/8 90deg Chamfer",0.125,52,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.32988,"","","","","","","","","","","","","","","","","",0.7,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","",67.4715,"","",67.4715,"",67.4715,"",0.00426847,0.0012,60,"","",60,"","",67.4715,"",0.058,"","","","","",5.62988,"","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,14056.6,"","","",0.125,"","",0.125,0.1,"","",14056.6,"","","","",460,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
71,"SS","chamfer mill","1/8 90deg Chamfer",0.125,52,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.42988,"","","","","","","","","","","","","","","","","",0.8,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","",70,"","",70,"",70,"",0.01122,0.00327249,60,"","",60,"","",70,"",0.058,"","","","","",5.62988,"","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,5347.61,"","","",0.125,"","",0.125,0.1,"","",5347.61,"","","","",175,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
71,"SS316","chamfer mill","1/8 90deg Chamfer",0.125,52,"inches","NBT30-SK13C-150","","","Lindex nikken","","","",6.42988,"","","","","","","","","","","","","","","","","",0.8,false,"","","",true,"","",52,"flood","no","","","","","","","","","","","","",52,"","",73.3386,"","",73.3386,"",73.3386,"",0.00654498,0.002,60,"","",60,"","",73.3386,"",0.058,"","","","","",5.62988,"","","","","","","","","","","","","","",52,true,"","","",false,"carbide","","","","","","",4,"","","",1.5,"","","","","all","","","",false,"","","L-124","https://americanprecisionworks.adionsystems.com/procnc/tools/L/L-124$","",2,9167.32,"","","",0.125,"","",0.125,0.1,"","",9167.32,"","","","",300,45,"","","","","","","","",0.01,"","","","",0,"","","","LC-133","","",false,false,"","H4.842520 U1.299213 L1.299213; H0.039370 U1.811024 L1.732283; H0.133858 U1.811024 L1.811024; H0.090906 U1.496063 L1.811024; H0.133110 U1.496063 L1.496063; H0.090906 U1.811024 L1.496063; H0.259843 U1.811024 L1.811024; H0.039370 U1.732283 L1.811024; H0.078740 U1.250000 L1.250000",36
